idx,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41
241,14810.0,462.8125,89.652954,3211.0,0.4640914,0.0020933216,0.015004837,3.0,4.3333335,0.481499,2062.0,0.0,2006.0,0.0,2256.0,0.0,1735.0,0.0,2112.0,0.0,1614.0,0.0,1782.0,0.0,1243.0,0.0,0.67451704,0.29041097,-0.033322096,-0.09767876,0.07030441,0.2739544,0.44604033,0.3853996,0.24320431,0.13751529,0.08041215,0.28004554,0.097605616,0.041885495,0.057461582,0.061870012
242,9352.0,292.25,36.64611,2602.0,0.48996592,0.0033151535,0.022236697,7.0,2.4285715,0.5808383,1189.0,0.0,1298.0,0.0,1060.0,0.0,1234.0,0.0,1177.0,0.0,1227.0,0.0,1100.0,0.0,1067.0,0.0,0.22693808,0.050207682,-0.12390486,-0.33555755,-0.07406368,0.13582923,0.08107955,-0.02026807,0.10386111,0.19176759,0.10964719,0.16505362,0.26169944,0.1169304,0.0340566,0.016984046
243,3032.0,94.75,19.389109,1432.0,0.46189037,0.010227648,0.057045005,5.0,2.2,0.41457784,543.0,0.0,391.0,0.0,375.0,0.0,360.0,0.0,320.0,0.0,369.0,0.0,319.0,0.0,355.0,0.0,0.5137313,0.40994388,0.208484,0.2267872,0.06761742,0.116968,0.051958647,0.1268911,0.23879164,0.15391365,0.17422928,0.056029312,0.119149216,0.047104873,0.09979071,0.11099133
244,7672.0,239.75,42.26405,2412.0,0.48078895,0.004041194,0.026304908,5.0,3.4,0.59984356,1064.0,0.0,927.0,0.0,1102.0,0.0,883.0,0.0,1037.0,0.0,848.0,0.0,1031.0,0.0,780.0,0.0,0.4023913,-0.17344953,-0.17128564,-0.17409465,-0.32439753,-0.22591192,0.2669404,0.57015395,0.08822362,0.04761975,0.053944774,0.31407467,0.09763882,0.092109874,0.08835268,0.21803582
245,9029.0,282.15625,42.377106,2621.0,0.48756516,0.0034337617,0.022911362,7.0,2.142857,0.5256396,1268.0,0.0,1160.0,0.0,1101.0,0.0,1220.0,0.0,989.0,0.0,1090.0,0.0,1021.0,0.0,1180.0,0.0,0.3866103,-0.053375147,-0.19041206,-0.35944393,-0.04949153,0.18438187,0.2768934,0.3104834,0.15347068,0.13202743,0.07479471,0.24746554,0.13200732,0.12166605,0.049380332,0.08918794
246,2592.0,81.0,36.595764,1632.0,0.45167512,0.0119644925,0.06484523,6.0,2.1666667,0.53858024,580.0,0.0,333.0,0.0,219.0,0.0,218.0,0.0,366.0,0.0,283.0,0.0,283.0,0.0,310.0,0.0,0.4777394,0.17022121,0.1311835,0.038827702,-0.016123764,-0.021817248,-0.1349636,-0.1550308,0.17867176,0.22649902,0.04496179,0.14541699,0.09323646,0.1413631,0.08038229,0.08946858
247,8103.0,253.21875,47.897503,2434.0,0.48842922,0.0038262159,0.02511514,5.0,3.8,0.66864127,1045.0,0.0,1069.0,0.0,987.0,0.0,1106.0,0.0,943.0,0.0,1071.0,0.0,901.0,0.0,981.0,0.0,0.462471,-0.13413711,-0.4491026,-0.50226873,-0.24447133,0.00016550628,0.33733135,0.50038105,0.074461915,0.02573811,0.1020732,0.39982587,0.06231183,0.09749806,0.07234356,0.16574745
248,6504.0,203.25,33.277245,1982.0,0.48679224,0.0047670305,0.030240348,5.0,2.6,0.4578721,1021.0,0.0,744.0,0.0,710.0,0.0,811.0,0.0,828.0,0.0,801.0,0.0,874.0,0.0,715.0,0.0,0.32753238,0.19506645,0.06675591,-0.06787589,-0.1408825,-0.13672183,-0.24417083,-0.23445085,0.12747562,0.12976667,0.17602761,0.11517156,0.11676959,0.15457615,0.09212119,0.088091634
249,6590.0,205.9375,61.815216,2297.0,0.42327085,0.004704811,0.029907607,3.0,5.3333335,0.63520485,1148.0,0.0,1093.0,0.0,977.0,0.0,797.0,0.0,828.0,0.0,549.0,0.0,643.0,0.0,555.0,0.0,0.7790552,0.54991573,0.4954344,0.46187705,0.43329054,0.3805946,0.30934176,0.30741882,0.33971938,0.1257335,0.08004535,0.17292401,0.0073295697,0.09026822,0.09823341,0.08574658
250,1750.0,54.6875,22.327726,1231.0,0.4292166,0.017724413,0.08904564,3.0,3.0,0.3977143,389.0,0.0,245.0,0.0,209.0,0.0,182.0,0.0,189.0,0.0,172.0,0.0,165.0,0.0,199.0,0.0,0.38868558,0.27959645,0.24383266,0.1863134,0.18879507,0.15723117,0.023710705,0.0334873,0.23968795,0.16407338,0.11480442,0.08576575,0.08760024,0.1424506,0.075438626,0.09017904
251,3181.0,99.40625,34.623745,1703.0,0.45690644,0.009748428,0.054842304,6.0,1.8333334,0.44482866,603.0,0.0,368.0,0.0,395.0,0.0,330.0,0.0,470.0,0.0,346.0,0.0,320.0,0.0,349.0,0.0,0.16819236,0.08393088,0.075330764,-0.04999624,-0.04590792,0.014565557,-0.060054153,0.07885853,0.10682376,0.20489304,0.1374163,0.15680349,0.14768583,0.08714535,0.119546905,0.03968533
252,3181.0,99.40625,34.71118,1797.0,0.54966486,0.009748428,0.054842304,4.0,2.25,0.41119146,404.0,0.0,376.0,0.0,307.0,0.0,304.0,0.0,291.0,0.0,378.0,0.0,436.0,0.0,685.0,0.0,0.5829289,0.47147793,0.31481966,0.24032012,0.17122346,0.13835765,0.1367137,0.017693346,0.33370817,0.15756302,0.14900821,0.1475254,0.08789124,0.030482788,0.0751972,0.018623972
253,7968.0,249.0,43.200115,2281.0,0.49723086,0.0038910506,0.025475206,7.0,1.8571428,0.47791165,992.0,0.0,982.0,0.0,939.0,0.0,1158.0,0.0,1049.0,0.0,956.0,0.0,924.0,0.0,968.0,0.0,0.06940723,-0.44648358,0.06399866,0.56286,-0.06563965,-0.5319491,-0.068436034,0.39725384,0.13073498,0.15988249,0.054038513,0.089597926,0.074743465,0.00944383,0.10179694,0.37976187
254,3340.0,104.375,30.78834,1496.0,0.43558046,0.009284217,0.052685916,3.0,4.6666665,0.5446108,579.0,0.0,496.0,0.0,469.0,0.0,439.0,0.0,380.0,0.0,345.0,0.0,309.0,0.0,323.0,0.0,0.46662053,0.18648009,0.24766193,0.28058705,0.31301355,0.23966593,0.24223682,0.26935565,0.24558936,0.10152399,0.05284585,0.13486004,0.08902978,0.1247889,0.11319364,0.13816844
255,9421.0,294.40625,37.223026,2472.0,0.4856001,0.0032908705,0.02209805,7.0,2.4285715,0.58496976,1312.0,0.0,1191.0,0.0,1187.0,0.0,1138.0,0.0,1142.0,0.0,1228.0,0.0,1238.0,0.0,985.0,0.0,0.1252057,-0.19331844,-0.12876582,0.3170148,0.1739367,-0.25496328,-0.15317585,0.01814112,0.034094423,0.1230876,0.12208448,0.10653037,0.10547569,0.13801205,0.1999511,0.1707643
256,11379.0,355.59375,51.772858,2683.0,0.47204387,0.0027245563,0.01881057,7.0,2.4285715,0.5908252,1698.0,0.0,1534.0,0.0,1495.0,0.0,1396.0,0.0,1396.0,0.0,1301.0,0.0,1287.0,0.0,1272.0,0.0,0.25511408,0.014203592,0.5131263,0.37965584,-0.03713674,0.059539404,0.40671113,-0.04151849,0.24646261,0.2143548,0.07027352,0.11368511,0.09737712,0.035236426,0.111213155,0.11139727
257,6107.0,190.84375,46.256153,2057.0,0.44083732,0.0050769737,0.03188592,4.0,4.0,0.58310133,1047.0,0.0,855.0,0.0,829.0,0.0,807.0,0.0,762.0,0.0,650.0,0.0,644.0,0.0,513.0,0.0,0.5128077,0.41402844,0.2651283,0.23913461,0.26937184,0.26016283,0.21505669,0.19606987,0.22016776,0.110045515,0.08711223,0.13912095,0.102725,0.13310696,0.109618336,0.09810325
258,7098.0,221.8125,40.54738,2219.0,0.47673583,0.004368043,0.02809199,5.0,4.0,0.693153,968.0,0.0,939.0,0.0,895.0,0.0,935.0,0.0,1003.0,0.0,830.0,0.0,811.0,0.0,717.0,0.0,0.39796126,-0.043964442,-0.2066109,0.069962665,0.27043384,0.21660876,-0.08245436,-0.20230548,0.13951232,0.15723208,0.02205386,0.10570023,0.1326994,0.27003616,0.1524233,0.020342635
259,3753.0,117.28125,24.058826,1520.0,0.47151956,0.00826226,0.047854304,7.0,1.7142857,0.42792434,620.0,0.0,454.0,0.0,460.0,0.0,482.0,0.0,437.0,0.0,449.0,0.0,420.0,0.0,431.0,0.0,0.113579065,0.1329246,0.060984053,-0.034687813,0.09286415,-0.010364418,-0.00616771,-0.07365421,0.13186541,0.15769981,0.15770343,0.10595693,0.07824457,0.15092698,0.12720264,0.090400234
260,7278.0,227.4375,27.857828,2132.0,0.4948763,0.004259997,0.02750405,7.0,1.7142857,0.41907117,959.0,0.0,933.0,0.0,864.0,0.0,904.0,0.0,885.0,0.0,875.0,0.0,1030.0,0.0,828.0,0.0,0.1383391,-0.13929845,-0.2181853,-0.13991284,0.018869607,-0.09374387,0.097612545,-0.12809242,0.05780147,0.10894469,0.12510093,0.0919126,0.2586106,0.04556181,0.13952278,0.17254514
261,5683.0,177.59375,38.97504,2182.0,0.49125007,0.0054558255,0.03387161,4.0,3.25,0.49216962,869.0,0.0,628.0,0.0,624.0,0.0,609.0,0.0,728.0,0.0,930.0,0.0,728.0,0.0,567.0,0.0,0.45612568,0.38448355,0.13419138,0.039255187,-0.10498891,-0.11038989,-0.22942941,-0.23783004,0.18240026,0.19498439,0.17359819,0.13099095,0.07247187,0.12479017,0.030025873,0.09073828
262,4541.0,141.90625,45.798717,1855.0,0.42418537,0.006828194,0.04085495,2.0,6.0,0.49262276,920.0,0.0,687.0,0.0,606.0,0.0,510.0,0.0,436.0,0.0,552.0,0.0,428.0,0.0,402.0,0.0,0.68607986,0.4393489,0.322671,0.27865085,0.25646403,0.23372549,0.19416928,0.15238483,0.22395289,0.14427406,0.14804985,0.111638226,0.10271361,0.10279702,0.08127681,0.08529755
263,14025.0,438.28125,82.48494,2805.0,0.48769364,0.0022104962,0.015724216,9.0,1.8888888,0.60991085,1557.0,0.0,2015.0,0.0,1972.0,0.0,1829.0,0.0,1642.0,0.0,1818.0,0.0,1720.0,0.0,1472.0,0.0,-0.17729926,-0.10249612,0.37605494,-0.31127274,0.052108716,0.3704753,-0.22837594,-0.050435264,0.22338231,0.18432006,0.10410319,0.13952486,0.11896328,0.14141174,0.07081315,0.01748142
264,20343.0,635.71875,77.6584,3130.0,0.51246446,0.0015239406,0.0114077525,7.0,2.2857144,0.55065626,2310.0,0.0,2458.0,0.0,2355.0,0.0,2644.0,0.0,2622.0,0.0,2681.0,0.0,2707.0,0.0,2566.0,0.0,0.24554235,-0.603729,-0.23299783,0.6019322,0.48195356,-0.32256284,-0.45602703,0.18764944,0.15407763,0.080473445,0.082599916,0.07909263,0.051789463,0.0074705477,0.41742566,0.1270707
265,6981.0,218.15625,19.277756,1833.0,0.48552522,0.004441261,0.02848888,7.0,2.2857144,0.53230196,956.0,0.0,933.0,0.0,848.0,0.0,894.0,0.0,815.0,0.0,883.0,0.0,882.0,0.0,770.0,0.0,0.20849563,0.2855634,-0.05918351,0.14591967,-0.027354825,0.09548342,-0.13773572,-0.016455745,0.121550635,0.11329637,0.20918117,0.056197308,0.12031127,0.16160648,0.16005403,0.057802733
266,19489.0,609.03125,70.91566,3060.0,0.50028384,0.0015907225,0.011839383,6.0,2.6666667,0.54907894,2355.0,0.0,2448.0,0.0,2427.0,0.0,2409.0,0.0,2585.0,0.0,2528.0,0.0,2427.0,0.0,2310.0,0.0,0.19929402,-0.67026776,-0.51841545,0.41283736,0.6897896,-0.19101366,-0.6574502,-0.223188,0.08049483,0.078393966,0.10649672,0.054131456,0.07618908,0.12967195,0.4465656,0.028056402
267,20099.0,628.09375,69.85403,3128.0,0.5017053,0.001542442,0.01152762,8.0,2.0,0.5476392,2371.0,0.0,2449.0,0.0,2473.0,0.0,2604.0,0.0,2601.0,0.0,2602.0,0.0,2523.0,0.0,2476.0,0.0,0.13687457,-0.7307065,-0.1027817,0.69933647,0.13276386,-0.614981,-0.074720375,0.59222627,0.13725519,0.041902363,0.0418464,0.08179944,0.0543,0.11236243,0.078848794,0.4516854
268,10313.0,322.28125,67.45102,2890.0,0.45782804,0.0030062064,0.020458953,5.0,3.0,0.53340447,1736.0,0.0,1417.0,0.0,1250.0,0.0,1288.0,0.0,1258.0,0.0,1185.0,0.0,1160.0,0.0,1019.0,0.0,0.39456296,0.19591694,0.23050638,0.17643906,0.17353629,0.1616336,-0.025583826,0.026111003,0.15734266,0.15124913,0.12621352,0.12655732,0.10919137,0.11431109,0.13668784,0.078447066
269,19937.0,623.03125,55.534607,3154.0,0.49901545,0.0015549759,0.011608699,7.0,2.0,0.47710288,2478.0,0.0,2593.0,0.0,2536.0,0.0,2382.0,0.0,2409.0,0.0,2523.0,0.0,2529.0,0.0,2487.0,0.0,0.24527249,-0.70615447,-0.654498,0.23120016,0.805439,0.19172497,-0.6284751,-0.53949535,0.03643445,0.036338255,0.06342683,0.063460365,0.10687787,0.36934674,0.3133113,0.010804193
270,9971.0,311.59375,17.421,2138.0,0.4960935,0.003109328,0.021055724,9.0,1.6666666,0.4885167,1307.0,0.0,1252.0,0.0,1251.0,0.0,1240.0,0.0,1220.0,0.0,1191.0,0.0,1234.0,0.0,1276.0,0.0,-0.029305063,0.00035857936,0.17412326,0.07832958,0.003863225,-0.18035777,0.067553796,0.17958893,0.24238348,0.1468013,0.11302592,0.10609104,0.102619156,0.04561654,0.024043085,0.21941948
271,10467.0,327.09375,23.436562,2300.0,0.4870268,0.002961972,0.020201886,5.0,3.8,0.6224324,1421.0,0.0,1363.0,0.0,1286.0,0.0,1362.0,0.0,1296.0,0.0,1262.0,0.0,1246.0,0.0,1231.0,0.0,0.53292215,0.16234265,-0.012247813,-0.012911477,0.15577352,0.27222145,0.21240461,0.03904979,0.1657321,0.16379163,0.06269309,0.12106345,0.18958771,0.13481897,0.09580617,0.06650688
272,6696.0,209.25,37.759106,2321.0,0.47126353,0.004630321,0.029508159,6.0,2.5,0.5359916,1085.0,0.0,980.0,0.0,807.0,0.0,763.0,0.0,672.0,0.0,739.0,0.0,822.0,0.0,828.0,0.0,0.59473497,0.5260307,0.49309164,0.44303438,0.2899228,0.09522674,0.055465598,0.018088067,0.41971385,0.08901604,0.15692243,0.05136774,0.018367823,0.05014595,0.13544121,0.07902494
273,9503.0,296.96875,37.604424,2711.0,0.47397256,0.0032624712,0.021935672,7.0,2.142857,0.51583713,1398.0,0.0,1254.0,0.0,1233.0,0.0,1235.0,0.0,1114.0,0.0,1084.0,0.0,1155.0,0.0,1030.0,0.0,0.33961427,0.26363453,0.22211882,0.10318763,0.20498723,0.17506589,0.2647228,0.17589249,0.25269848,0.020793403,0.089774236,0.111159325,0.19032642,0.12106555,0.085644685,0.1285379
274,18167.0,567.71875,93.95585,3040.0,0.5072384,0.0017064846,0.012581,5.0,3.4,0.59943855,1854.0,0.0,2382.0,0.0,2284.0,0.0,2446.0,0.0,2184.0,0.0,2567.0,0.0,2402.0,0.0,2048.0,0.0,0.31731856,0.007917074,-0.18308279,-0.15099236,0.1140388,-0.07665793,-0.09712423,0.021823693,0.17126325,0.12835477,0.14315957,0.11028304,0.119187094,0.14028935,0.16116592,0.026296983
275,8153.0,254.78125,50.16145,2317.0,0.47150663,0.0038027477,0.024984539,7.0,2.2857144,0.57819206,1242.0,0.0,1165.0,0.0,968.0,0.0,1006.0,0.0,957.0,0.0,1002.0,0.0,922.0,0.0,891.0,0.0,0.3328712,-0.3136114,-0.22744545,0.40694186,0.4719008,-0.04625828,-0.36070076,0.0039551784,0.115263954,0.14046699,0.055739366,0.025015831,0.102902405,0.11443421,0.3940308,0.05214642
276,2749.0,85.90625,15.820002,1305.0,0.4595689,0.0112809315,0.061807994,5.0,2.8,0.5056384,366.0,0.0,462.0,0.0,359.0,0.0,351.0,0.0,329.0,0.0,321.0,0.0,307.0,0.0,254.0,0.0,0.669449,0.43824676,0.2621173,0.21190138,0.28591728,0.27414384,0.20394582,0.10556366,0.2566731,0.20157869,0.09279448,0.040722042,0.13254504,0.115796,0.110175945,0.0497147
277,10577.0,330.53125,51.57821,2681.0,0.47368148,0.0029311648,0.02002246,6.0,2.1666667,0.47073838,1347.0,0.0,1425.0,0.0,1455.0,0.0,1436.0,0.0,1386.0,0.0,1251.0,0.0,1245.0,0.0,1032.0,0.0,0.32981,-0.06703029,0.17205013,0.49154463,0.21486847,-0.1531578,0.029536743,0.3989546,0.23165841,0.057005707,0.06845251,0.099561125,0.06944414,0.06164777,0.13811664,0.27411368
278,9698.0,303.0625,41.34832,2599.0,0.48618937,0.003196865,0.021559607,9.0,1.8888888,0.58682203,1398.0,0.0,1259.0,0.0,1187.0,0.0,1206.0,0.0,1147.0,0.0,1117.0,0.0,1137.0,0.0,1247.0,0.0,0.09839738,-0.1335398,-0.186966,0.21578686,0.44749427,-0.16412185,-0.12788418,-0.18338725,0.17316923,0.10774982,0.10615665,0.04165955,0.08067768,0.12070646,0.26572442,0.10415619
279,6182.0,193.1875,48.921135,2065.0,0.4348786,0.0050153695,0.0315604,3.0,5.3333335,0.593659,1069.0,0.0,909.0,0.0,831.0,0.0,858.0,0.0,719.0,0.0,682.0,0.0,656.0,0.0,458.0,0.0,0.59619427,0.4942677,0.39225623,0.33483827,0.32157066,0.23124231,0.16734053,0.13846526,0.23084623,0.13071871,0.16091098,0.09247953,0.116112225,0.0760206,0.13184355,0.061068173
280,8781.0,274.40625,46.998577,2449.0,0.48067126,0.0035307517,0.023459999,7.0,2.4285715,0.5966291,1255.0,0.0,1177.0,0.0,1072.0,0.0,993.0,0.0,1219.0,0.0,1101.0,0.0,1038.0,0.0,926.0,0.0,0.3289352,-0.08375186,0.016338697,0.24897651,0.057590432,-0.34455016,-0.17315204,0.07446232,0.07286702,0.2494724,0.05773745,0.14722675,0.09298033,0.059485137,0.08073999,0.23949091
281,5166.0,161.4375,23.856258,1748.0,0.49239445,0.0060019363,0.036687832,8.0,1.75,0.48451412,769.0,0.0,615.0,0.0,672.0,0.0,571.0,0.0,565.0,0.0,646.0,0.0,657.0,0.0,671.0,0.0,0.34282556,0.19690406,0.0048348005,-0.09457514,-0.14642683,-0.06263899,-0.0062783128,-0.017908989,0.24933226,0.050898258,0.24056159,0.118972965,0.13402154,0.060637366,0.094502755,0.051073264
282,7605.0,237.65625,33.156456,2127.0,0.48575428,0.0040768017,0.026500847,13.0,1.1538461,0.52570677,1039.0,0.0,1002.0,0.0,927.0,0.0,995.0,0.0,890.0,0.0,938.0,0.0,943.0,0.0,871.0,0.0,-0.43694544,0.43428287,-0.32487428,0.26094052,-0.15846972,0.14126177,0.027375476,0.049862314,0.14220083,0.06014795,0.12149496,0.11662761,0.1462592,0.18221642,0.054323066,0.17672998
283,4509.0,140.90625,35.692574,1840.0,0.45720744,0.006876664,0.041096147,6.0,2.1666667,0.49035263,799.0,0.0,610.0,0.0,495.0,0.0,570.0,0.0,544.0,0.0,527.0,0.0,520.0,0.0,444.0,0.0,0.32257605,0.16993447,-0.039570305,0.059948474,0.16270213,0.112281635,0.08377778,-0.105069056,0.12795734,0.15394163,0.09631552,0.11326391,0.15718147,0.21649435,0.066599965,0.068245806
284,4024.0,125.75,30.84538,1817.0,0.45679152,0.007705692,0.045170255,5.0,2.4,0.4557654,731.0,0.0,461.0,0.0,475.0,0.0,519.0,0.0,568.0,0.0,440.0,0.0,445.0,0.0,385.0,0.0,0.43558884,0.3117774,0.16111517,0.013458254,-0.016260346,-0.013002529,-0.10370615,-0.0029232083,0.087143004,0.23877408,0.118365504,0.19074042,0.113838695,0.045425232,0.11660198,0.08911109
285,11216.0,350.5,67.63274,2537.0,0.49564275,0.0027641552,0.019044025,6.0,2.6666667,0.5803317,1227.0,0.0,1287.0,0.0,1675.0,0.0,1556.0,0.0,1456.0,0.0,1374.0,0.0,1514.0,0.0,1127.0,0.0,0.37333646,0.14684643,0.22982395,-0.030360583,-0.2281809,-0.16037685,0.04451098,-0.1558371,0.25088012,0.21660852,0.06728135,0.16082932,0.11467966,0.026970243,0.06891355,0.093837224
286,9546.0,298.3125,67.31244,2810.0,0.49403566,0.0032477737,0.021851541,5.0,3.6,0.6535722,1214.0,0.0,1288.0,0.0,1018.0,0.0,1338.0,0.0,1031.0,0.0,1464.0,0.0,1042.0,0.0,1151.0,0.0,0.3333104,-0.2147321,-0.4741544,-0.46768084,-0.13632789,0.17439272,0.5045632,0.332547,0.049545746,0.039582763,0.08848297,0.2823568,0.20594369,0.12070554,0.08984535,0.12353716
287,4569.0,142.78125,19.768559,1735.0,0.4704707,0.00678634,0.040646393,4.0,3.75,0.5154301,696.0,0.0,601.0,0.0,593.0,0.0,577.0,0.0,537.0,0.0,564.0,0.0,525.0,0.0,476.0,0.0,0.38298112,0.2645841,0.18669184,0.2251137,0.1894005,0.01865637,0.13538647,0.12073905,0.17483515,0.10963286,0.15874694,0.112034515,0.12437198,0.099658854,0.16736928,0.053350415
288,11885.0,371.40625,63.46104,3200.0,0.48353714,0.0026085493,0.018123303,6.0,2.5,0.5395036,1557.0,0.0,1700.0,0.0,1507.0,0.0,1393.0,0.0,1627.0,0.0,1237.0,0.0,1500.0,0.0,1364.0,0.0,0.3854557,-0.11440986,-0.5478488,-0.3095126,0.08237317,0.5215159,0.4721327,0.08311667,0.14623986,0.11759758,0.027796747,0.13776892,0.41619375,0.056480426,0.049640484,0.048282217
289,10939.0,341.84375,70.43708,3115.0,0.4703178,0.0028341562,0.019455327,7.0,2.7142856,0.67309624,1522.0,0.0,1595.0,0.0,1463.0,0.0,1286.0,0.0,1453.0,0.0,1136.0,0.0,1349.0,0.0,1135.0,0.0,0.38347846,-0.18156204,-0.14413916,-0.030816365,0.08468082,0.3745049,0.4325424,0.06737581,0.16611315,0.05828804,0.055411566,0.1268506,0.26404944,0.12849112,0.097171284,0.10362482
290,2060.0,64.375,18.77956,1493.0,0.46462575,0.015055852,0.07811613,8.0,1.625,0.5053398,352.0,0.0,299.0,0.0,248.0,0.0,191.0,0.0,266.0,0.0,232.0,0.0,230.0,0.0,242.0,0.0,0.0882313,0.1443639,0.17184247,0.25215432,-0.009233364,-0.10855467,0.15255333,-0.092995435,0.21689135,0.20564295,0.044326287,0.14844137,0.05396747,0.051564254,0.11616695,0.16299938
291,8571.0,267.84375,48.563816,2620.0,0.48661464,0.0036172695,0.023947138,6.0,3.1666667,0.66771674,1297.0,0.0,1102.0,0.0,946.0,0.0,1070.0,0.0,974.0,0.0,1179.0,0.0,829.0,0.0,1174.0,0.0,0.58033365,-0.023580313,-0.39457595,-0.43357468,-0.17713647,0.24634686,0.43060714,0.21286821,0.12104108,0.17934684,0.062965855,0.19363038,0.22466598,0.055086926,0.08578501,0.07747792
292,7019.0,219.34375,29.827219,2124.0,0.48729944,0.0044172127,0.028358659,7.0,2.0,0.4805528,1034.0,0.0,861.0,0.0,816.0,0.0,908.0,0.0,844.0,0.0,822.0,0.0,926.0,0.0,808.0,0.0,0.22403939,-0.13001277,0.0578933,-0.03998412,-0.2438642,0.0011814433,0.04759256,-0.13304749,0.09214949,0.115300044,0.13496138,0.11755054,0.2053012,0.109078944,0.11688527,0.10877314
293,5592.0,174.75,27.636026,1924.0,0.482873,0.005544625,0.034333143,7.0,1.8571428,0.45332617,880.0,0.0,696.0,0.0,666.0,0.0,670.0,0.0,659.0,0.0,610.0,0.0,721.0,0.0,690.0,0.0,0.21646635,0.0971205,0.16617481,0.07018208,-0.10335771,-0.010060352,0.09922514,-0.124723814,0.20987344,0.14421406,0.07292092,0.117367916,0.13062751,0.11762915,0.12045073,0.08691628
294,1650.0,51.5625,19.104872,1266.0,0.4596481,0.018799271,0.09332857,6.0,2.1666667,0.51878786,291.0,0.0,218.0,0.0,183.0,0.0,187.0,0.0,245.0,0.0,161.0,0.0,170.0,0.0,195.0,0.0,0.12672405,0.011188449,0.034187075,0.10158365,0.03992277,-0.1580998,-0.1098387,-0.12303481,0.10329476,0.23932452,0.08000433,0.11248883,0.079184495,0.13341443,0.09310275,0.15918587
295,4605.0,143.90625,29.980576,2010.0,0.46326923,0.0067332755,0.040381603,6.0,2.0,0.44690552,793.0,0.0,535.0,0.0,588.0,0.0,624.0,0.0,514.0,0.0,569.0,0.0,511.0,0.0,471.0,0.0,0.2851996,0.30719393,0.095252596,-0.062366024,0.033582527,-0.0483587,-0.0038428311,0.092935786,0.14021508,0.12236593,0.24939002,0.11143471,0.15755972,0.07123759,0.12014138,0.02765557
296,13091.0,409.09375,76.98594,3084.0,0.4802339,0.0023682201,0.016682765,10.0,1.9,0.6772592,1804.0,0.0,1597.0,0.0,1823.0,0.0,1699.0,0.0,1658.0,0.0,1519.0,0.0,1594.0,0.0,1397.0,0.0,-0.2606607,-0.27709556,0.61403126,-0.11129452,-0.30949563,0.45600387,0.085785024,-0.24758998,0.23637857,0.13849542,0.053453345,0.122224145,0.22947745,0.026804684,0.085087255,0.10807914
297,7073.0,221.03125,52.887547,2339.0,0.4937997,0.0043834844,0.028175794,6.0,2.3333333,0.5368302,997.0,0.0,972.0,0.0,838.0,0.0,730.0,0.0,860.0,0.0,842.0,0.0,777.0,0.0,1057.0,0.0,0.46006885,-0.32960397,-0.52446556,-0.14205708,0.32917786,0.49803725,0.20484081,-0.22870505,0.16631268,0.034377094,0.08485764,0.034551878,0.2715568,0.14311579,0.13222294,0.1330052
298,3844.0,120.125,12.090157,1545.0,0.4811856,0.008066614,0.046915248,3.0,5.3333335,0.53902185,507.0,0.0,502.0,0.0,522.0,0.0,501.0,0.0,500.0,0.0,448.0,0.0,437.0,0.0,427.0,0.0,0.4844702,0.2903461,0.19242717,0.29913148,0.33798435,0.19973944,0.11715994,0.041154463,0.26495698,0.08224284,0.09324178,0.12945591,0.14289391,0.10599828,0.16472219,0.016488126
299,8298.0,259.3125,44.2849,2513.0,0.49732932,0.0037362901,0.024613902,6.0,3.3333333,0.6967944,1127.0,0.0,1097.0,0.0,928.0,0.0,988.0,0.0,1071.0,0.0,974.0,0.0,972.0,0.0,1141.0,0.0,0.28526798,-0.33437285,-0.48636273,-0.24764244,0.32203364,0.61082715,0.1835935,-0.31532153,0.13786246,0.082076676,0.059875652,0.091222234,0.28303486,0.21376295,0.0743724,0.057792768
300,7919.0,247.46875,48.903595,2526.0,0.4800826,0.00391513,0.025608657,9.0,1.4444444,0.4638212,1228.0,0.0,1021.0,0.0,911.0,0.0,937.0,0.0,963.0,0.0,960.0,0.0,1002.0,0.0,897.0,0.0,0.2756697,-0.15897247,-0.12518956,-0.016438873,-0.030683713,0.15927862,0.18080612,-0.11121021,0.10345758,0.11251848,0.124143824,0.1229162,0.24033199,0.115904026,0.07502587,0.10570204
301,5274.0,164.8125,45.51678,2061.0,0.47757715,0.0058790063,0.03605843,11.0,1.2727273,0.5259765,887.0,0.0,606.0,0.0,587.0,0.0,660.0,0.0,702.0,0.0,560.0,0.0,625.0,0.0,647.0,0.0,-0.14001656,0.22597396,-0.07917388,-0.08887886,0.19223398,-0.30400506,0.15154661,-0.23625313,0.11307304,0.18963268,0.12566867,0.10929595,0.14019693,0.096930206,0.11710779,0.10809472
302,7210.0,225.3125,40.10411,2398.0,0.4884032,0.0043001804,0.027723027,5.0,3.2,0.5742025,1102.0,0.0,768.0,0.0,963.0,0.0,914.0,0.0,763.0,0.0,988.0,0.0,839.0,0.0,873.0,0.0,0.5272438,-0.16964932,-0.61465347,-0.550953,-0.068173476,0.39141393,0.4206517,0.0981499,0.07375798,0.04426166,0.16806467,0.09495569,0.41240773,0.11962326,0.047733333,0.039195698
